ID,Brilho_antes,Brilho_depois,Delta_brilho,Contraste_antes,Contraste_depois,Delta_contraste,Entropia_antes,Entropia_depois,Delta_entropia,Melhorou
1,71.16979047965269,89.7855579868709,18.61576750721821,30.787425551660753,43.871456409686274,13.084030858025521,6.772984437539024,7.311719039608033,0.5387346020690096,True
2,95.95729298356511,112.91975060337892,16.962457619813804,47.15978554397471,60.57618557727056,13.41640003329585,7.45315186810918,7.832147455384477,0.3789955872752966,True
3,109.60733286260583,126.62513195517369,17.017799092567856,61.20393724304671,60.665575872355205,-0.5383613706915042,7.803315031486961,7.874489450849789,0.07117441936282809,False
4,79.52418902999655,99.13823482932996,19.61404579933341,43.184885256476,58.42386751167983,15.23898225520383,7.087632323731795,7.660251507925578,0.5726191841937824,True
5,100.95096963609673,121.7435061423163,20.792536506219577,54.2887026708412,64.92783077244228,10.63912810160108,7.635925682923484,7.9277445491785645,0.29181886625508024,True
6,70.50741818181818,87.9134099706745,17.405991788856312,47.84778722808963,50.494760357629644,2.646973129540015,6.979227933152019,7.487527415311091,0.5082994821590727,False
7,84.84273359383978,107.75556688886334,22.91283329502356,46.752779563548565,62.52102985959601,15.768250296047448,7.3395220650523365,7.8259019337401,0.48637986868776384,True
8,83.9910200571864,113.49106200320188,29.50004194601547,45.52309930133552,58.16601891131486,12.642919609979337,7.4500632649405425,7.815418473631727,0.36535520869118443,True
9,97.26697240651282,122.42114848190378,25.154176075390964,80.57734762069339,77.02941437660006,-3.547933244093329,7.477285171004232,7.893554938627573,0.41626976762334067,False
10,107.16984554478759,122.96730244229086,15.797456897503267,71.87632184928965,68.08217418073043,-3.7941476685592193,7.655025026420021,7.936325269344645,0.2813002429246243,False
11,90.80087876902427,110.79471969575157,19.9938409267273,54.80792282225906,63.23017063987602,8.422247817616963,7.580109832872288,7.8662844492333885,0.28617461636110075,True
12,78.39154158597884,104.57602715305401,26.18448556707517,48.91882676392151,60.518034803754894,11.599208039833385,7.241271941816012,7.795251286010212,0.5539793441942003,True
13,97.17654728364595,108.39612069266853,11.219573409022587,44.29131475896292,55.628699645407956,11.337384886445037,7.344433910116844,7.693808119920737,0.34937420980389344,True
14,110.23483127215275,119.80177012185318,9.566938849700435,59.3330781585811,68.91388885888458,9.580810700303473,7.77817477406769,7.953605233323078,0.17543045925538792,False
15,92.78317755049251,121.86989045098957,29.086712900497062,47.50003845860374,60.965596773780334,13.465558315176594,7.499279944232966,7.846313076646158,0.3470331324131921,True
16,75.09623464601059,103.14438168077685,28.04814703476626,50.31793317875704,57.46389499411838,7.145961815361339,7.280126910470978,7.741722853846505,0.461595943375527,True
17,77.7823240589198,101.52420468494272,23.74188062602292,47.637623602723245,57.3011043362989,9.663480733575653,7.413152247998898,7.746030114045471,0.332877866046573,True
18,60.05518697436399,80.79774330436727,20.742556330003282,47.82337603696301,53.41409028405489,5.590714247091881,7.035413316439612,7.4547695027058944,0.419356186266282,True
19,99.59342426297356,114.40673653008578,14.813312267112224,43.372805727413585,59.67102682051936,16.298221093105774,7.3430912834718125,7.806790056910477,0.46369877343866417,True
20,106.63047308114457,116.0019260212107,9.371452940066135,28.97370507093663,37.28406948980384,8.31036441886721,6.821681343586463,7.25531057955675,0.4336292359702867,True
21,95.6309799288316,116.91932732573179,21.288347396900193,52.07733875298817,63.133640277458966,11.056301524470797,7.5925457160782175,7.899243088243687,0.3066973721654698,True
22,59.40397432156405,85.70489349285089,26.300919171286836,28.883533625543652,44.20456736445509,15.321033738911435,6.512682024006165,7.361273248739227,0.8485912247330623,True
23,50.52755154116652,83.83406505827001,33.3065135171035,32.47330980646965,47.37832469058142,14.905014884111772,6.67017177400966,7.46331697078191,0.79314519677225,True
24,143.93764724799183,140.70736711851848,-3.230280129473357,58.50383785241528,55.39547596568565,-3.1083618867296323,7.597570467171529,7.716510549306502,0.11894008213497287,False
25,181.14147186476814,161.13889438818245,-20.002577476585685,43.00407502161683,56.434048033182926,13.429973011566098,7.205366402814889,7.677003231775846,0.47163682896095693,True
26,108.67356841167683,130.90250043098496,22.228932019308132,56.257706630869095,65.25460780335871,8.996901172489615,7.576270209641968,7.883105354579873,0.30683514493790476,True
27,105.03340301032571,115.57202130857586,10.538618298250142,40.80568220653318,52.174570921238576,11.368888714705399,7.316163335173144,7.691477044729168,0.37531370955602394,True
28,106.43283394271573,121.76816437245266,15.335330429736928,55.49150028666823,61.72683119595607,6.235330909287846,7.702076565666244,7.900138043279713,0.19806147761346882,False
29,134.84102809683938,132.5059178836837,-2.335110213155673,49.730922462845854,54.90385789382581,5.172935430979955,7.530509858358243,7.763022541462311,0.23251268310406825,True
30,84.03253962150713,100.98088310344586,16.948343481938736,60.249665880311156,62.30909854261469,2.0594326623035357,7.1599664167956085,7.619247588614118,0.45928117181850947,False
31,98.22387986661167,119.87578736166553,21.651907495053862,57.47355870391438,67.4758303299865,10.002271626072115,7.488077964767134,7.89881940040234,0.41074143563520593,True
32,68.31776553575548,85.66741353877559,17.349648003020107,64.04546316118048,67.47034666150397,3.4248835003234888,6.988221214183976,7.4850424177466275,0.4968212035626518,False
33,138.13171740362185,140.25134476846435,2.1196273648425006,50.70437027039975,59.261882265834,8.557511995434247,7.516485738863195,7.796344718614762,0.2798589797515669,True
